title,artist,isHot
noche eterna,beto y sus canarios,False
the date  lp version ,scott weiland,False
killer barracuda,kris kristofferson,False
skate alone,x-tv,False
babylon 5,the london theatre orchestra,False
up jumped the devil,"clarence ""gatemouth"" brown",False
the hardway,dj isaac,False
btake me fishin',tracy byrd,False
frente a tu altar,gran coquivacoa,False
bl'appart,patrick bruel,False
the coming of the king,brian free & assurance,False
bif you don't somebody else will,carl smith,False
give it to me,grayson capps,False
she 1997 digital remaster,the misfits,False
bnevermind_ it's an interview,nirvana,False
poesxc3xada de amor,caf\xc3\xa9 quijano,False
seventeen,sex pistols,False
everything i do,knack,False
the doug mccomb over,a tundra,False
dang pyar daxc2xa0,naseebo lal,False
june 26th_ 1999 - slight,deep puddle dynamics,False
micael,juana molina,False
serus,workhorse,False
green grows the laurel,the irish rovers,False
take your fingers from my hair  lp version,zebra,False
borgia liquor,jerry lewis,False
gin house blues,bessie smith,False
the healer,death ss,False
intro,lou reed,False
yo te camelo,los rumberos catalanes,False
duo liu yi hui,daniel chan,False
en silence,alain-fran\xc3\xa7ois,False
bbuzz's jig,the elders,False
my last date with you,skeeter davis,False
bleeds no more live version,silverstein,False
mercury  solace,bt,False
rewind,all girl summer fun band,False
more than i can take,sugar minott,False
jump jacques lu cont edit,madonna,False
judgement,the bug featuring ricky ranking,False
blood on the snow,drexel,False
bi'm your boogie man,cool connection,False
nuits orientales,jack miles,False
the kiss golden coins,philip glass,False
gud har ein plan med ditt liv,mons leidvin takle,False
everyone says i love you,the marx brothers,False
poezie de strada  street poetry,bug mafia,False
junge rxc3xb6mer,falco,False
dark horse,converge,False
tastes so good to me,cross country,False
boxed in subzero,hatebreed,False
jam 4 u,redman,False
in a village square,jennyanykind,False
everybody wants to go to heaven,freddie roulette,False
real playaz,3 way funk,False
the last thing on my mind previously unissued,noel harrison,False
never again,kelly clarkson,False
ladder of success,skeeter davis,False
silence tells you all,ino,False
superbird,neil sedaka,False
congo,edmundo ros,False
no 284,kali,False
been sick lung,eason chan,False
play,jennifer lopez,False
bi don't want to hear any more,eagles,False
by my spirit  ,eden's bridge,False
a means to an end live at birmingham university 2007 re-mastered,joy division,False
the shaskeen  gan ainm,cherish the ladies,False
let it be mewith betty everrett,jerry butler,False
shooby live version,nicole c. mullen,False
santeleco,luiz bonfa,False
que vas a hacer conmigo,los aut\xc3\xa9nticos decadentes,False
anyday,amil,False
apogee ft techtonic,paul taylor,False
get me to the church on time,shelly manne,False
she cracked,modern lovers,False
the remembrance ballad album version,atreyu,False
washboard swing,washboard sam,False
the book of disquiet,hey colossus,False
moon river,the london pops orchestra,False
peyte pivo pennoe present for a trofimov,kruger,False
gravedom,goatwhore,False
intro,dj godfather,False
magnificent obsession,fehlfarben,False
ghetto child,eric burdon,False
un vestido y un amor en vivo,andres calamaro,False
am i that easy to forget,skeeter davis,False
some love like yours,the real kids,False
who do you love,the kings,False
teri nau ke paune teen,daler mehndi,False
white christmas,the statler brothers,False
canyon,vex'd,False
liu zi zhen yan,sammi cheng,False
battle hymn of the republic,mannheim steamroller,False
real world,snowgoons,False
supertouchshitfit bad brains,hatebreed,False
head over heels,sylvia tosun,False
day old blues,kings of leon,False
son of jack the ripper,screaming lord sutch,False
rock me baby - live,hound dog taylor and the houserockers,False
coming with loving on my mind,tony mathews,False
para que recordar,la billo_ los mel\xc3\xb3dicos,False
bwhat's love got to do with it,the chap,False
take this trail trip beside me the best of janet paschal,janet paschal,False
et puis elle allait,la berg\xc3\xa8re,False
amigo mxc3xado,memphis la blusera,False
no stopping us eagles ballroom live version,jason mraz,False
each time i think of you,coco lee,False
joe sent me,vanessa daou,False
guard your grill lp version,naughty by nature,False
bad boy willie,gene simmons,False
freak out,erick sermon,False
photographs,james newton howard,False
just a pair of blue eyes,tex williams,False
dancing shoes,arctic monkeys,False
paid vacation,circle jerks,False
no me llores mxc3xa1s,sierra maestra,False
amie,lonestar,False
morgane regarde le ciel,sanshiro,False
bdon't let go,kofi,False
dede de montmartre,albert pr\xc3\xa9jean,False
cover for me,freddie mcgregor,False
btonight it's just me,amber nicholson,False
bwalkin' in the snow,hank penny & sue thompson,False
soldiers of doomsdayxc2xa0,winds of plague,False
folly ranking,johnny osbourne,False
bdidn't you notice,jennyanykind,False
co co my my,poncho sanchez,False
praise his name low key-studio track wo background vocals,jeff and sheri easter,False
good day,britt nicole,False
midnight hour,tyrone taylor,False
the man with the dogs,dead kennedys,False
dark inside,al duvall,False
all your love,john mayall & the bluesbreakers,False
july,al dimeola,False
knuckle up,mykill miers,False
at the atlantis,bad brains,False
10  bill,les hurlements d'leo,False
candilejas,los iracundos,False
if a woman answers,leroy van dyke,False
get together - album version,randy stonehill,False
my babe,lightnin' slim,False
abc the alphabet song,dora the explorer,False
911-544,the revolutionary ensemble,False
warm embrace lp version,twista & the speedknot mobstaz,False
if you build a better mousetrap,peggy lee,False
le poulet,pierre perret,False
see you on the other side,ben sidran,False
over the rainbow,david arkenstone,False
united blood album version,agnostic front,False
all mama ever wanted  album,mark lowry,False
daydreaming the color of blood,soilent green,False
killed by love,pursuit of happiness,False
bdon't mess with cupid 1972 demo,new york dolls,False
no safe place,pursuit of happiness,False
ballo,mathey,False
boss-eyed whelk,johnny pearson,False
bkablammin' it,long beach dub allstars,False
sex french version,elli kokkinou,False
le rire du sergent,b\xc3\xa9zu,False
bit's in the book album version,shirley caesar,False
the windsor tap recap,cotton candy,False
poultry in the parlour  rolling the ryegrass,s\xc3\xa9amus egan,False
all my life lp version,venice,False
rock me live in boston_ 1970 1st show,the doors,False
de mi enamorate,dyango,False
bbeginner's luck,frank chacksfield,False
the devilx19s crown,krs-one,False
rock star,agnostic front,False
terminus,photek,False
life in line,the last days of jesus,False
1st world hypocrisy,brainchoke,False
lachen und weinen,2raumwohnung,False
got to keep on 12 version,cookie crew,False
woman blue,alice stuart,False
surfriendo el castigo,michael salgado,False
infantil dedicated to john mclaughlin,gonzalo rubalcaba,False
it feels so good album version,twista,False
the never-ending why,placebo,False
death adventure,pumpkin buzzard,False
come with me,tania maria,False
lost tribe,moving ninja,False
pretty vacant,sex pistols,False
bplease hammer don't hurt 'em,evergreen terrace,False
ruta del coya,le\xc3\xb3n gieco,False
keep it like it is,louisa mark,False
bdon't want to,lil' romeo,False
heartbreaker,ray charles,False
the beginning giro e giro mix,seal,False
sparrow remastered album version,noel harrison,False
bsur l'autre rive,annie blanchard,False
dear friend,shunza,False
barsanova brown album version,eddie cano,False
round and round  lp version ,prince & tevin campbell,False
bthat's the way it is,sun yan-zi,False
te ando buscando,los mu\xc3\xb1equitos de matanzas,False
a una mamita,carlos embales - cutumba,False
wind and water,michael gettel,False
the universe is in the oven,cobra killer,False
suar agung,megadrums,False
la montanara,maria & margot hellwig/thomas lehrberger,False
marie marie,wendo kolosoy,False
the roof song,mr brown,False
lost,roger sanchez,False
mississippi boweavil blues,charley patton,False
in the midnight hour,cross country,False
you found me,the fray,False
eager live,pete philly & perquisite,False
nothing but sky outro album version,jaci velasquez,False
ride the storm,epitaph,False
someday my luck will change,"clarence ""gatemouth"" brown",False
vos plaintes_ vos regrets_ augmentent mon supplice,juan diego fl\xc3\xb3rez / orquesta sinf\xc3\xb3nica de madrid / jes\xc3\xbas l\xc3\xb3pez-cobos,False
ulan bator girls,leningrad cowboys,False
aneurysm,nirvana,False
so do i,arthur tracy,False
ma zui,candy lo,False
interplanetary party,santana,False
camino,gipsy kings,False
help me make it through the night,charley pride,False
al final,kalimba,False
so in love,renee rosnes,False
i luv dat too,d.o.w.n.,False
stir the gift,deitrick haddon,False
the beat of my heart,eliane elias,False
bdoesn't get much better,kyle riabko,False
denise jeremy carlstedt funk variation,chico hamilton,False
bye bye,vilma palma e vampiros,False
dejaria todo,los titanes,False
resilience,pariah,False
trop de,ramses,False
the milky way,ron goodwin,False
diamond in the rough,syl johnson,False
ojxc3xba nettlephonic remix,las ni\xc3\xb1as,False
lefkes selides,anna meliti,False
sample track 18,simon harris,False
stereophonic presentation - process and passion_ pt 4,roger reynolds,False
frl nicol,der plan,False
burbullas a grella,xose manuel budi\xc3\xb1o,False
fathom five,mira,False
clothes of sand,solas,False
please come back to me - live,albert king,False
eu e a brisa 2000 digital remaster,maysa,False
fuck you,norther,False
what evil lurks,the prodigy,False
nie wieder toktok rmx,pyranja,False
percutindo,djalma correa,False
mutations,salt the wound,False
the bravest kids acoustic,rancid,False
immortal_ invisible,glad,False
magico,qbo,False
caught in a dream album version,alice cooper,False
banzai washout,way out west,False
quest for oneness,mikey dread,False
life deprived,old man's child,False
did we not choose each other,sophie b. hawkins,False
it feels like rain,maria muldaur,False
mardi gras mambo cajun mardi gras album version,jo-el sonnier,False
so so so,the lord henry,False
genio atrapado,christina aguilera,False
matti ja teppo,jope ruonansuu,False
heavy waist line,tyrone taylor,False
la vida jp candela  vlada asanin club mix,carlos jimenez_ j elvira_ oliversam,False
big leg woman gets my pay,blind boy fuller,False
btravelin' blues,roy brown,False
bain't no right  lp version ,jane's addiction,False
het spongebob squarepants lied,spongebob squarepants,False
andale,los traileros del norte,False
bumbling along,nino nardini,False
brighten your night with my day,james taylor,False
happy to meet  sorry to part,s\xc3\xa9amus ennis,False
pleas made against stasis,az,False
the anniversary waltz,the fureys,False
take me down to la,lynette schultz,False
florida by the sea - the cocoanuts,the marx brothers,False
we have all the time in the world,fun lovin' criminals,False
aceite,pantanito,False
bit won't rain always,janet paschal/charlotte ritchie/david phelps,False
mood ring,paul thorn,False
absolute,the fray,False
domingo valdovinos,los originales de san juan,False
amor de juventud,pedro aznar,False
smpty spaces missing units,pitch black,False
winding down again,the cannanes,False
bbambenella d' 'o mercato,gloriana,False
i like the way,tommy james and the shondells,False
kill me with your heart,fastway,False
da shit,the game,False
what you made me ugli,ghost machine,False
i canx19t fight this,marco demark feat. peter millwood,False
wameru  lp version,shelly manne,False
we march to the beat of indifferent drum,nofx,False
te extraxc3xb1o porque te extraxc3xb1o,carlos baute,False
